PAV_adj_gene,PAV_adj_train_pop,PAV_adj_n_PAVs_found
SL000001_ENSG00000185499.16,ALL,0
SL004811_ENSG00000158710.14,ALL,0
SL004396_ENSG00000115415.18,ALL,0
SL006131_ENSG00000163586.10,ALL,1
SL005357_ENSG00000115386.6,ALL,0
SL007272_ENSG00000159399.9,ALL,1
SL000145_ENSG00000115590.14,ALL,0
SL005179_ENSG00000136696.11,ALL,0
SL005177_ENSG00000136694.9,ALL,1
SL004357_ENSG00000138379.5,ALL,0
SL000133_ENSG00000115009.13,ALL,0
SL000300_ENSG00000115138.11,ALL,0
SL003803_ENSG00000178568.15,ALL,0
SL000450_ENSG00000144381.17,ALL,0
SL004676_ENSG00000115461.5,ALL,0
SL005178_ENSG00000125571.9,ALL,2
SL021043_ENSG00000138379.5,ALL,0
SL000020_ENSG00000084674.14,ALL,5
SL004650_ENSG00000162998.5,ALL,1
SL000605_ENSG00000143947.13,ALL,0
SL004725_ENSG00000128708.13,ALL,0
SL000048_ENSG00000115718.17,ALL,0
SL004872_ENSG00000135960.10,ALL,0
SL005170_ENSG00000163600.12,ALL,0
SL001997_ENSG00000115594.12,ALL,1
SL004861_ENSG00000115607.9,ALL,0
SL004875_ENSG00000115598.10,ALL,1
SL000384_ENSG00000163599.17,ALL,1
SL001795_ENSG00000125538.12,ALL,0
SL000678_ENSG00000115523.16,ALL,1
SL006992_ENSG00000132031.13,ALL,0
SL004457_ENSG00000135919.13,ALL,0
SL010451_ENSG00000136698.8,ALL,0
SL004860_ENSG00000115317.11,ALL,0
SL001998_ENSG00000003436.16,ALL,1
SL010610_ENSG00000116031.9,ALL,2
SL010349_ENSG00000115414.19,ALL,0
SL010348_ENSG00000115414.19,ALL,0
SL004152_ENSG00000115604.10,ALL,0
SL010517_ENSG00000115661.14,ALL,0
SL007056_ENSG00000163217.2,ALL,0
SL004720_ENSG00000221823.11,ALL,0
SL003974_ENSG00000115718.17,ALL,0
SL008102_ENSG00000014641.19,ALL,0
SL008063_ENSG00000143727.16,ALL,2
SL011528_ENSG00000171863.15,ALL,0
SL000588_ENSG00000115705.21,ALL,3
SL005629_ENSG00000124357.13,ALL,0
SL000426_ENSG00000115414.19,ALL,0
SL017611_ENSG00000134308.14,ALL,0
SL004146_ENSG00000115602.17,ALL,6
SL006713_ENSG00000118004.17,ALL,0
SL014096_ENSG00000162951.11,ALL,1
SL004070_ENSG00000143947.13,ALL,0
SL010519_ENSG00000115085.13,ALL,0
SL013969_ENSG00000115919.15,ALL,1
SL000125_ENSG00000115008.5,ALL,1
SL004133_ENSG00000204217.15,ALL,0
SL003461_ENSG00000115138.11,ALL,0
SL000433_ENSG00000115263.15,ALL,0
SL003657_ENSG00000221823.11,ALL,0
SL003182_ENSG00000138448.12,ALL,0
SL008099_ENSG00000042493.16,ALL,2
SL006528_ENSG00000078098.14,ALL,0
SL004782_ENSG00000123610.5,ALL,1
SL009054_ENSG00000179915.23,ALL,0
SL015728_ENSG00000084734.9,ALL,0
SL006921_ENSG00000152256.13,ALL,0
SL016566_ENSG00000081320.11,ALL,0
SL016555_ENSG00000284741.1,ALL,0
SL011400_ENSG00000115252.18,ALL,0
SL003717_ENSG00000003400.14,ALL,0
SL001990_ENSG00000136689.18,ALL,0
SL014129_ENSG00000136720.7,ALL,0
SL008466_ENSG00000162882.15,ALL,1
SL005685_ENSG00000114942.14,ALL,0
SL008071_ENSG00000134308.14,ALL,0
SL013872_ENSG00000168702.17,ALL,3
SL004837_ENSG00000163083.6,ALL,0
SL000466_ENSG00000115457.10,ALL,0
SL017528_ENSG00000171865.10,ALL,0
SL006527_ENSG00000115380.20,ALL,0
SL009210_ENSG00000115138.11,ALL,0
SL001716_ENSG00000168811.7,ALL,0
SL012769_ENSG00000198643.7,ALL,1
SL007223_ENSG00000113916.18,ALL,1
SL009349_ENSG00000163430.12,ALL,0
SL020171_ENSG00000114455.13,ALL,2
SL003738_ENSG00000121594.12,ALL,0
SL004588_ENSG00000196083.10,ALL,0
SL004637_ENSG00000164078.13,ALL,2
SL000049_ENSG00000184500.15,ALL,0
SL004752_ENSG00000168309.18,ALL,0
SL000496_ENSG00000012223.13,ALL,2
SL000554_ENSG00000163932.15,ALL,0
SL005196_ENSG00000185565.12,ALL,0
SL010390_ENSG00000091986.15,ALL,0
SL010454_ENSG00000144619.15,ALL,0
SL005574_ENSG00000243989.9,ALL,0
SL006777_ENSG00000090512.12,ALL,2
SL010613_ENSG00000144730.18,ALL,2
SL007228_ENSG00000163558.13,ALL,0
SL010512_ENSG00000121879.5,ALL,0
SL010498_ENSG00000044524.11,ALL,2
SL017188_ENSG00000082701.15,ALL,0
SL004258_ENSG00000181092.10,ALL,0
SL000251_ENSG00000145192.13,ALL,1
SL010489_ENSG00000134072.11,ALL,0
SL008936_ENSG00000134121.10,ALL,1
SL011049_ENSG00000127241.16,ALL,1
SL004765_ENSG00000114738.11,ALL,0
SL009629_ENSG00000129071.9,ALL,3
SL005372_ENSG00000114520.11,ALL,0
SL000601_ENSG00000091513.16,ALL,1
SL003655_ENSG00000163931.16,ALL,0
SL013490_ENSG00000144857.14,ALL,1
SL005161_ENSG00000114279.13,ALL,0
SL005202_ENSG00000173531.15,ALL,0
SL013988_ENSG00000175040.6,ALL,0
SL014093_ENSG00000168032.10,ALL,1
SL005188_ENSG00000091181.19,ALL,1
SL017189_ENSG00000113889.14,ALL,4
SL006197_ENSG00000205981.8,ALL,0
SL005361_ENSG00000189058.9,ALL,0
SL008072_ENSG00000144810.16,ALL,0
SL004739_ENSG00000055955.17,ALL,1
SL009951_ENSG00000154764.6,ALL,0
SL003182_ENSG00000082781.12,ALL,0
SL004605_ENSG00000168028.14,ALL,0
SL006448_ENSG00000113905.4,ALL,4
SL006091_ENSG00000158092.7,ALL,0
SL005174_ENSG00000056736.10,ALL,1
SL014288_ENSG00000163606.11,ALL,3
SL014268_ENSG00000091972.18,ALL,1
SL007680_ENSG00000185008.17,ALL,0
SL002078_ENSG00000163513.18,ALL,0
SL010928_ENSG00000178035.12,ALL,0
SL004131_ENSG00000114013.16,ALL,1
SL003166_ENSG00000170017.12,ALL,2
SL011068_ENSG00000163702.20,ALL,1
SL005155_ENSG00000241186.10,ALL,2
SL000598_ENSG00000090534.20,ALL,0
SL011510_ENSG00000157005.4,ALL,0
SL004838_ENSG00000196776.16,ALL,0
SL012774_ENSG00000163703.17,ALL,0
SL004269_ENSG00000157017.16,ALL,1
SL001728_ENSG00000134853.12,ALL,1
SL002722_ENSG00000004468.13,ALL,0
SL000137_ENSG00000174808.12,ALL,1
SL002688_ENSG00000118785.14,ALL,0
SL020172_ENSG00000171509.16,ALL,0
SL003848_ENSG00000164111.15,ALL,0
SL002662_ENSG00000088926.13,ALL,0
SL004010_ENSG00000157404.15,ALL,1
SL003328_ENSG00000205403.13,ALL,0
SL003041_ENSG00000163737.4,ALL,0
SL003334_ENSG00000164022.17,ALL,0
SL003191_ENSG00000163736.4,ALL,0
SL000424_ENSG00000171560.16,ALL,0
SL000424_ENSG00000171564.11,ALL,0
SL000424_ENSG00000171557.17,ALL,0
SL000136_ENSG00000109321.11,ALL,0
SL003169_ENSG00000163735.7,ALL,0
SL003173_ENSG00000163739.5,ALL,0
SL017610_ENSG00000163734.4,ALL,0
SL017610_ENSG00000081041.9,ALL,0
SL000004_ENSG00000138685.15,ALL,0
SL003326_ENSG00000169248.13,ALL,0
SL004339_ENSG00000138675.16,ALL,0
SL000478_ENSG00000109471.4,ALL,0
SL004486_ENSG00000150630.4,ALL,0
SL010368_ENSG00000127415.13,ALL,0
SL008611_ENSG00000138744.16,ALL,1
SL005437_ENSG00000152595.16,ALL,1
SL010374_ENSG00000164024.12,ALL,0
SL005087_ENSG00000163453.11,ALL,0
SL010495_ENSG00000145386.10,ALL,0
SL004660_ENSG00000029559.7,ALL,5
SL010493_ENSG00000145349.17,ALL,0
SL000039_ENSG00000169429.11,ALL,0
SL003167_ENSG00000156234.7,ALL,0
SL003172_ENSG00000124875.10,ALL,0
SL003711_ENSG00000164305.19,ALL,0
SL006512_ENSG00000109758.8,ALL,2
SL010530_ENSG00000109180.14,ALL,0
SL005263_ENSG00000163956.13,ALL,0
SL010518_ENSG00000135605.13,ALL,0
SL003201_ENSG00000128052.10,ALL,1
SL000254_ENSG00000163631.17,ALL,0
SL004844_ENSG00000145242.13,ALL,1
SL004063_ENSG00000068078.18,ALL,0
SL011071_ENSG00000145431.11,ALL,0
SL004492_ENSG00000137462.8,ALL,0
SL003183_ENSG00000169245.6,ALL,0
SL000545_ENSG00000164344.16,ALL,3
SL002093_ENSG00000164032.12,ALL,0
SL006698_ENSG00000178177.15,ALL,0
SL005488_ENSG00000152583.12,ALL,2
SL008644_ENSG00000109743.11,ALL,2
SL004708_ENSG00000163736.4,ALL,0
SL014091_ENSG00000184985.16,ALL,0
SL004742_ENSG00000079557.5,ALL,1
SL003657_ENSG00000138814.17,ALL,0
SL000022_ENSG00000171560.16,ALL,0
SL000022_ENSG00000171564.11,ALL,0
SL000022_ENSG00000171557.17,ALL,0
SL000139_ENSG00000124882.4,ALL,0
SL003341_ENSG00000171557.17,ALL,0
SL003930_ENSG00000164120.14,ALL,0
SL002803_ENSG00000154277.13,ALL,1
SL005197_ENSG00000138760.10,ALL,0
SL005230_ENSG00000182168.15,ALL,1
SL007373_ENSG00000171497.5,ALL,2
SL011405_ENSG00000138735.16,ALL,2
SL008703_ENSG00000109472.14,ALL,0
SL011588_ENSG00000145425.10,ALL,0
SL000084_ENSG00000138798.13,ALL,2
SL000011_ENSG00000081051.8,ALL,0
SL014896_ENSG00000145362.19,ALL,1
SL005266_ENSG00000145335.15,ALL,0
SL003672_ENSG00000109610.6,ALL,0
SL003188_ENSG00000138755.6,ALL,0
SL007108_ENSG00000125347.14,ALL,0
SL005184_ENSG00000113302.4,ALL,0
SL001716_ENSG00000113302.4,ALL,0
SL000481_ENSG00000113525.10,ALL,0
SL008522_ENSG00000112902.12,ALL,0
SL003322_ENSG00000037280.16,ALL,0
SL004333_ENSG00000070193.4,ALL,0
SL004144_ENSG00000146013.11,ALL,0
SL004141_ENSG00000184349.13,ALL,0
SL003872_ENSG00000134352.20,ALL,0
SL004153_ENSG00000182578.13,ALL,0
SL004336_ENSG00000156427.8,ALL,0
SL006914_ENSG00000113580.15,ALL,0
SL000323_ENSG00000112936.19,ALL,2
SL003303_ENSG00000151882.11,ALL,0
SL000480_ENSG00000113520.11,ALL,0
SL005168_ENSG00000112964.14,ALL,3
SL004687_ENSG00000145777.15,ALL,0
SL000338_ENSG00000153113.23,ALL,0
SL000532_ENSG00000113140.11,ALL,0
SL000325_ENSG00000113600.11,ALL,1
SL005234_ENSG00000164404.8,ALL,0
SL001718_ENSG00000169194.9,ALL,1
SL008956_ENSG00000113273.17,ALL,2
SL008023_ENSG00000145681.11,ALL,0
SL006544_ENSG00000120708.17,ALL,0
SL010468_ENSG00000174136.13,ALL,0
SL007207_ENSG00000113296.14,ALL,0
SL010491_ENSG00000070808.16,ALL,0
SL010512_ENSG00000145675.15,ALL,0
SL010494_ENSG00000134057.15,ALL,0
SL004298_ENSG00000145649.8,ALL,0
SL004155_ENSG00000113721.14,ALL,0
SL000299_ENSG00000113578.18,ALL,0
SL004350_ENSG00000127743.6,ALL,0
SL003179_ENSG00000213949.10,ALL,0
SL004865_ENSG00000113361.13,ALL,0
SL004864_ENSG00000154162.15,ALL,1
SL010458_ENSG00000164283.13,ALL,0
SL006132_ENSG00000113368.12,ALL,0
SL008808_ENSG00000113558.18,ALL,0
SL000322_ENSG00000039537.13,ALL,1
SL000674_ENSG00000134363.12,ALL,0
SL000138_ENSG00000113070.8,ALL,0
SL005588_ENSG00000151422.13,ALL,0
SL009791_ENSG00000197451.12,ALL,0
SL000321_ENSG00000039537.13,ALL,0
SL014048_ENSG00000050767.17,ALL,2
SL001726_ENSG00000164400.6,ALL,1
SL000479_ENSG00000164399.5,ALL,1
SL007729_ENSG00000164307.13,ALL,7
SL002036_ENSG00000160867.15,ALL,2
SL005189_ENSG00000168685.15,ALL,4
SL005212_ENSG00000113494.17,ALL,1
SL005214_ENSG00000092421.16,ALL,1
SL007547_ENSG00000135077.9,ALL,0
SL016548_ENSG00000132356.11,ALL,0
SL016557_ENSG00000113161.16,ALL,0
SL004716_ENSG00000050748.17,ALL,0
SL011404_ENSG00000113448.19,ALL,0
SL003647_ENSG00000197043.14,ALL,0
SL000130_ENSG00000134057.15,ALL,0
SL013754_ENSG00000145715.15,ALL,0
SL010384_ENSG00000152377.14,ALL,0
SL004248_ENSG00000168621.15,ALL,0
SL000485_ENSG00000145839.2,ALL,0
SL004714_ENSG00000113594.10,ALL,1
SL009431_ENSG00000169567.12,ALL,0
SL005403_ENSG00000169223.15,ALL,0
SL018509_ENSG00000146374.14,ALL,0
SL004747_ENSG00000204444.11,ALL,0
SL008158_ENSG00000275714.1,ALL,0
SL000318_ENSG00000244731.8,ALL,0
SL000318_ENSG00000224389.9,ALL,0
SL000546_ENSG00000172179.12,ALL,0
SL000002_ENSG00000112715.22,ALL,0
SL017612_ENSG00000096384.20,ALL,0
SL005199_ENSG00000204520.13,ALL,0
SL005206_ENSG00000096264.14,ALL,3
SL005229_ENSG00000131019.11,ALL,1
SL004352_ENSG00000112116.9,ALL,2
SL004768_ENSG00000204472.13,ALL,1
SL006923_ENSG00000112592.14,ALL,0
SL000007_ENSG00000091831.23,ALL,0
SL000506_ENSG00000135346.8,ALL,0
SL005256_ENSG00000187837.3,ALL,1
SL005205_ENSG00000204475.10,ALL,1
SL000428_ENSG00000135346.8,ALL,0
SL005227_ENSG00000111981.5,ALL,0
SL005228_ENSG00000131015.5,ALL,0
SL002525_ENSG00000166278.15,ALL,0
SL007284_ENSG00000096006.11,ALL,2
SL008773_ENSG00000156535.15,ALL,3
SL007206_ENSG00000186340.15,ALL,0
SL010522_ENSG00000112237.13,ALL,0
SL000507_ENSG00000226979.8,ALL,0
SL000507_ENSG00000227507.2,ALL,0
SL000508_ENSG00000226979.8,ALL,0
SL000508_ENSG00000227507.2,ALL,0
SL000589_ENSG00000135346.8,ALL,0
SL000615_ENSG00000146469.13,ALL,0
SL007059_ENSG00000112799.9,ALL,0
SL003679_ENSG00000197081.14,ALL,2
SL000268_ENSG00000122194.18,ALL,1
SL006913_ENSG00000010810.17,ALL,0
SL004119_ENSG00000204580.13,ALL,0
SL000451_ENSG00000204389.10,ALL,0
SL003680_ENSG00000204305.14,ALL,1
SL000414_ENSG00000243649.8,ALL,3
SL000540_ENSG00000122194.18,ALL,1
SL000541_ENSG00000122194.18,ALL,1
SL004757_ENSG00000009844.16,ALL,0
SL007022_ENSG00000135316.18,ALL,0
SL000316_ENSG00000244731.8,ALL,0
SL000316_ENSG00000224389.9,ALL,0
SL000597_ENSG00000226979.8,ALL,3
SL012754_ENSG00000172594.13,ALL,0
SL003310_ENSG00000112715.22,ALL,0
SL001766_ENSG00000135346.8,ALL,0
SL000670_ENSG00000174156.15,ALL,0
SL006993_ENSG00000156711.17,ALL,0
SL006920_ENSG00000112062.10,ALL,0
SL001815_ENSG00000285441.1,ALL,0
SL004915_ENSG00000213719.8,ALL,0
SL003440_ENSG00000146070.17,ALL,3
SL014229_ENSG00000112149.10,ALL,1
SL005181_ENSG00000016402.13,ALL,1
SL005183_ENSG00000164485.15,ALL,0
SL005200_ENSG00000204516.10,ALL,6
SL016550_ENSG00000204435.13,ALL,0
SL016551_ENSG00000204435.13,ALL,0
SL016567_ENSG00000135341.18,ALL,0
SL006970_ENSG00000198719.9,ALL,0
SL002702_ENSG00000137193.14,ALL,0
SL004871_ENSG00000146072.6,ALL,0
SL000454_ENSG00000096384.20,ALL,0
SL000458_ENSG00000027697.14,ALL,0
SL003542_ENSG00000204371.11,ALL,1
SL008008_ENSG00000118520.15,ALL,0
SL002517_ENSG00000232810.4,ALL,0
SL003993_ENSG00000153162.9,ALL,1
SL001713_ENSG00000112115.7,ALL,0
SL000448_ENSG00000106211.9,ALL,0
SL000045_ENSG00000146674.15,ALL,0
SL002644_ENSG00000146648.18,ALL,1
SL000441_ENSG00000019991.18,ALL,0
SL000497_ENSG00000091136.14,ALL,0
SL000528_ENSG00000127948.16,ALL,1
SL005220_ENSG00000164690.8,ALL,0
SL001938_ENSG00000122641.11,ALL,0
SL000462_ENSG00000146678.10,ALL,1
SL000134_ENSG00000105976.15,ALL,1
SL004009_ENSG00000136238.18,ALL,0
SL000006_ENSG00000106366.8,ALL,0
SL000396_ENSG00000172115.8,ALL,0
SL000398_ENSG00000160868.15,ALL,0
SL000668_ENSG00000135218.19,ALL,0
SL002704_ENSG00000105894.12,ALL,0
SL000603_ENSG00000204983.14,ALL,0
SL005152_ENSG00000106538.10,ALL,0
SL010379_ENSG00000075213.11,ALL,0
SL010463_ENSG00000213420.8,ALL,0
SL010492_ENSG00000058404.20,ALL,0
SL010496_ENSG00000164885.13,ALL,0
SL007250_ENSG00000105851.11,ALL,2
SL004137_ENSG00000146904.9,ALL,1
SL009216_ENSG00000132437.18,ALL,1
SL004845_ENSG00000196411.10,ALL,0
SL007531_ENSG00000164619.10,ALL,0
SL004304_ENSG00000106089.12,ALL,0
SL004823_ENSG00000196262.14,ALL,0
SL011529_ENSG00000126524.10,ALL,0
SL003104_ENSG00000106178.6,ALL,2
SL017611_ENSG00000170027.7,ALL,0
SL011768_ENSG00000015676.18,ALL,0
SL005493_ENSG00000005421.9,ALL,1
SL008865_ENSG00000106588.11,ALL,0
SL000535_ENSG00000197461.13,ALL,0
SL012457_ENSG00000122584.13,ALL,0
SL000087_ENSG00000136244.12,ALL,0
SL008085_ENSG00000106049.9,ALL,0
SL003710_ENSG00000106144.20,ALL,0
SL004925_ENSG00000106541.12,ALL,0
SL011628_ENSG00000136279.20,ALL,0
SL003685_ENSG00000105835.12,ALL,0
SL010388_ENSG00000275896.5,ALL,0
SL008414_ENSG00000106123.12,ALL,0
SL007429_ENSG00000136235.16,ALL,0
SL005210_ENSG00000091129.20,ALL,0
SL014735_ENSG00000106348.18,ALL,0
SL016828_ENSG00000146648.18,ALL,1
SL004891_ENSG00000122566.21,ALL,0
SL010470_ENSG00000170381.14,ALL,0
SL000408_ENSG00000130427.3,ALL,0
SL004924_ENSG00000106682.14,ALL,0
SL004837_ENSG00000122641.11,ALL,0
SL000498_ENSG00000174697.5,ALL,0
SL003170_ENSG00000006606.8,ALL,0
SL002565_ENSG00000136997.19,ALL,0
SL004159_ENSG00000173530.6,ALL,2
SL000053_ENSG00000104368.18,ALL,0
SL004143_ENSG00000168546.11,ALL,0
SL002539_ENSG00000164761.9,ALL,0
SL001996_ENSG00000091879.13,ALL,0
SL004338_ENSG00000078579.9,ALL,0
SL001995_ENSG00000154188.10,ALL,0
SL004724_ENSG00000083168.11,ALL,1
SL000343_ENSG00000164733.21,ALL,0
SL003770_ENSG00000104332.12,ALL,0
SL010465_ENSG00000132561.14,ALL,3
SL003994_ENSG00000168487.19,ALL,0
SL010612_ENSG00000104371.5,ALL,0
SL010500_ENSG00000254087.8,ALL,0
SL004869_ENSG00000185015.8,ALL,0
SL006917_ENSG00000254087.8,ALL,0
SL004335_ENSG00000158815.11,ALL,0
SL018625_ENSG00000154589.7,ALL,0
SL004580_ENSG00000038945.15,ALL,0
SL000617_ENSG00000167701.14,ALL,1
SL004642_ENSG00000168615.12,ALL,0
SL004867_ENSG00000164879.7,ALL,1
SL000483_ENSG00000104432.14,ALL,0
SL000587_ENSG00000042832.12,ALL,8
SL017611_ENSG00000164924.18,ALL,0
SL001896_ENSG00000120885.22,ALL,0
SL013989_ENSG00000147655.12,ALL,0
SL004156_ENSG00000104689.10,ALL,1
SL005789_ENSG00000159167.12,ALL,0
SL004866_ENSG00000133742.13,ALL,0
SL000339_ENSG00000104267.10,ALL,0
SL005352_ENSG00000164687.11,ALL,0
SL012248_ENSG00000169398.19,ALL,0
SL005231_ENSG00000156687.11,ALL,0
SL011406_ENSG00000205268.10,ALL,0
SL003331_ENSG00000156103.16,ALL,0
SL003060_ENSG00000077782.20,ALL,0
SL004157_ENSG00000120889.13,ALL,1
SL005688_ENSG00000164924.18,ALL,0
SL004297_ENSG00000157168.20,ALL,2
SL004489_ENSG00000136869.16,ALL,0
SL001880_ENSG00000171855.7,ALL,0
SL017106_ENSG00000186803.3,ALL,1
SL019978_ENSG00000214042.1,ALL,0
SL003168_ENSG00000213927.4,ALL,1
SL000319_ENSG00000106804.7,ALL,2
SL000324_ENSG00000176919.13,ALL,0
SL003193_ENSG00000137077.8,ALL,0
SL005153_ENSG00000122756.15,ALL,0
SL000695_ENSG00000148346.12,ALL,0
SL000320_ENSG00000106804.7,ALL,2
SL004686_ENSG00000181634.8,ALL,0
SL004862_ENSG00000197646.8,ALL,1
SL006610_ENSG00000160323.18,ALL,0
SL006542_ENSG00000160339.16,ALL,2
SL006892_ENSG00000097007.19,ALL,0
SL006910_ENSG00000136943.11,ALL,0
SL004635_ENSG00000106952.7,ALL,0
SL006480_ENSG00000010438.16,ALL,0
SL002075_ENSG00000188379.7,ALL,0
SL008916_ENSG00000176978.14,ALL,0
SL010462_ENSG00000085265.11,ALL,0
SL018625_ENSG00000136869.16,ALL,0
SL003200_ENSG00000120156.21,ALL,1
SL005508_ENSG00000107159.13,ALL,2
SL002755_ENSG00000182752.10,ALL,1
SL003198_ENSG00000041982.16,ALL,3
SL011769_ENSG00000136938.9,ALL,0
SL004908_ENSG00000198467.15,ALL,0
SL000321_ENSG00000106804.7,ALL,0
SL005572_ENSG00000148180.19,ALL,1
SL004160_ENSG00000148053.16,ALL,0
SL004482_ENSG00000106991.13,ALL,0
SL003189_ENSG00000172724.12,ALL,0
SL004208_ENSG00000135046.14,ALL,0
SL002756_ENSG00000165119.21,ALL,0
SL007025_ENSG00000096968.13,ALL,0
SL004296_ENSG00000106992.19,ALL,0
SL008190_ENSG00000197694.16,ALL,0
SL004852_ENSG00000120217.14,ALL,0
SL005703_ENSG00000148400.12,ALL,0
SL008574_ENSG00000127083.7,ALL,1
SL007336_ENSG00000119335.16,ALL,0
SL000658_ENSG00000180447.7,ALL,0
SL011180_ENSG00000156515.23,ALL,1
SL004342_ENSG00000107831.13,ALL,0
SL004579_ENSG00000260314.3,ALL,0
SL003648_ENSG00000057608.17,ALL,0
SL004516_ENSG00000165471.6,ALL,1
SL003305_ENSG00000134460.17,ALL,0
SL010371_ENSG00000138185.20,ALL,0
SL007122_ENSG00000119912.17,ALL,0
SL010375_ENSG00000188611.15,ALL,0
SL010378_ENSG00000165731.20,ALL,1
SL004858_ENSG00000151892.14,ALL,1
SL010490_ENSG00000183049.12,ALL,0
SL004151_ENSG00000134470.21,ALL,1
SL011073_ENSG00000108039.18,ALL,0
SL003179_ENSG00000150093.19,ALL,0
SL004712_ENSG00000107562.16,ALL,0
SL004367_ENSG00000107984.10,ALL,0
SL003990_ENSG00000066468.22,ALL,0
SL007358_ENSG00000065675.15,ALL,1
SL010502_ENSG00000107643.16,ALL,0
SL003761_ENSG00000171862.11,ALL,0
SL004820_ENSG00000171314.9,ALL,0
SL000613_ENSG00000122861.16,ALL,0
SL008378_ENSG00000148730.7,ALL,0
SL014308_ENSG00000107831.13,ALL,0
SL004484_ENSG00000133661.16,ALL,2
SL009988_ENSG00000148848.14,ALL,2
SL014108_ENSG00000198739.11,ALL,0
SL007502_ENSG00000182022.18,ALL,0
SL016129_ENSG00000065809.13,ALL,0
SL004080_ENSG00000107779.13,ALL,1
SL007756_ENSG00000263761.3,ALL,0
SL000280_ENSG00000120053.12,ALL,0
SL012538_ENSG00000185267.10,ALL,0
SL004914_ENSG00000180817.12,ALL,0
SL005793_ENSG00000108179.14,ALL,0
SL002731_ENSG00000026103.22,ALL,0
SL000566_ENSG00000138207.14,ALL,0
SL010471_ENSG00000107742.13,ALL,0
SL006397_ENSG00000099250.18,ALL,1
SL005173_ENSG00000110324.10,ALL,2
SL004557_ENSG00000085063.16,ALL,0
SL002782_ENSG00000148926.10,ALL,0
SL003951_ENSG00000176697.19,ALL,1
SL004692_ENSG00000175505.11,ALL,0
SL004646_ENSG00000204381.11,ALL,0
SL004760_ENSG00000168092.14,ALL,1
SL000337_ENSG00000014216.15,ALL,0
SL000019_ENSG00000118137.9,ALL,0
SL004337_ENSG00000162344.4,ALL,0
SL000440_ENSG00000110169.11,ALL,0
SL000524_ENSG00000149968.12,ALL,1
SL000525_ENSG00000137673.9,ALL,1
SL006911_ENSG00000149554.13,ALL,0
SL002621_ENSG00000110492.15,ALL,0
SL005160_ENSG00000149564.12,ALL,0
SL005194_ENSG00000166086.13,ALL,0
SL000428_ENSG00000131808.10,ALL,0
SL002508_ENSG00000137496.18,ALL,0
SL007280_ENSG00000109861.16,ALL,1
SL008904_ENSG00000133800.9,ALL,0
SL010455_ENSG00000149972.11,ALL,1
SL004438_ENSG00000175315.3,ALL,0
SL004805_ENSG00000182985.17,ALL,0
SL010523_ENSG00000110422.12,ALL,0
SL000342_ENSG00000121691.7,ALL,0
SL004331_ENSG00000242689.3,ALL,0
SL009412_ENSG00000050165.18,ALL,1
SL005491_ENSG00000183715.13,ALL,0
SL010466_ENSG00000235718.9,ALL,1
SL000570_ENSG00000070031.4,ALL,0
SL011629_ENSG00000110711.10,ALL,0
SL010973_ENSG00000129084.17,ALL,0
SL003171_ENSG00000075388.4,ALL,0
SL000586_ENSG00000180210.14,ALL,0
SL004920_ENSG00000172757.13,ALL,1
SL011211_ENSG00000110321.17,ALL,0
SL005115_ENSG00000262655.4,ALL,0
SL000572_ENSG00000173432.12,ALL,0
SL014069_ENSG00000160613.13,ALL,0
SL000308_ENSG00000149131.15,ALL,1
SL000522_ENSG00000262406.3,ALL,0
SL003764_ENSG00000149294.16,ALL,0
SL012740_ENSG00000166106.3,ALL,0
SL014092_ENSG00000064309.14,ALL,4
SL014071_ENSG00000126500.3,ALL,0
SL014111_ENSG00000149571.12,ALL,0
SL000021_ENSG00000254647.6,ALL,0
SL003643_ENSG00000084207.17,ALL,1
SL000836_ENSG00000244734.4,ALL,0
SL000521_ENSG00000196611.5,ALL,0
SL000523_ENSG00000137745.12,ALL,0
SL003728_ENSG00000023445.14,ALL,0
SL001973_ENSG00000124939.6,ALL,0
SL004932_ENSG00000126432.14,ALL,0
SL008059_ENSG00000149273.15,ALL,0
SL009868_ENSG00000149136.9,ALL,0
SL014208_ENSG00000109943.9,ALL,0
SL005213_ENSG00000054967.13,ALL,0
SL014148_ENSG00000154134.15,ALL,2
SL005730_ENSG00000186642.16,ALL,1
SL000558_ENSG00000180210.14,ALL,0
SL004594_ENSG00000130598.16,ALL,0
SL000158_ENSG00000086205.18,ALL,0
SL010250_ENSG00000168439.16,ALL,0
SL000344_ENSG00000117984.14,ALL,0
SL003700_ENSG00000002330.13,ALL,0
SL004899_ENSG00000109971.14,ALL,0
SL000420_ENSG00000167996.16,ALL,0
SL003970_ENSG00000152266.7,ALL,0
SL000645_ENSG00000166670.10,ALL,0
SL016969_ENSG00000129170.10,ALL,0
SL000526_ENSG00000118113.12,ALL,3
SL008381_ENSG00000174080.11,ALL,0
SL001731_ENSG00000111674.9,ALL,0
SL014684_ENSG00000089127.13,ALL,4
SL005184_ENSG00000110944.9,ALL,0
SL007229_ENSG00000166888.12,ALL,0
SL017128_ENSG00000188906.16,ALL,3
SL007151_ENSG00000167588.13,ALL,0
SL004345_ENSG00000135414.10,ALL,0
SL006230_ENSG00000139329.5,ALL,0
SL019019_ENSG00000139200.13,ALL,0
SL015046_ENSG00000139211.6,ALL,0
SL001802_ENSG00000111537.5,ALL,0
SL002519_ENSG00000065361.15,ALL,0
SL000509_ENSG00000111321.11,ALL,0
SL001992_ENSG00000067182.7,ALL,0
SL004081_ENSG00000011465.17,ALL,0
